restaurant_name,city,location,cuisines,average_cost,aggregate_rating,votes,has_online_delivery,has_table_booking,rest_type,dish_liked
Cafe Azzure,Residency Road,Mg Road,"Cafe, Continental, Italian, Burger",1200.0,4.2,2747,True,True,Cafe,"Pasta, Wedges, Pizza, Nachos, Mocktails, Burgers, Thick Shakes"
The Pallet,Whitefield,Whitefield,"Continental, Mediterranean, Italian, North Indian, Finger Food, Asian, Momos",1600.0,4.5,2745,False,True,"Microbrewery, Pub","Craft Beer, Wine, Chilli Chicken, Wedges, Lamb, Cocktails, Masala Peanuts"
Om Made Cafe,Koramangala 7Th Block,Koramangala 5Th Block,"Cafe, Continental, European, Juices",1300.0,4.1,2738,False,False,Cafe,"Margarita, Pasta, Mocktails, Lemonade, Bruschettas, Salads, Spaghetti"
Gilly's Restobar,New Bel Road,New Bel Road,"Continental, Finger Food, North Indian, Chinese",1200.0,4.5,2732,False,True,"Pub, Casual Dining","Biryani, Beer, Murgh Platter, Cocktails, Pizza, Burgers, Drunken Chicken"
Dadi's Dum Biryani,Koramangala 7Th Block,Btm,"Biryani, North Indian, Mughlai",800.0,4.1,2732,True,True,Casual Dining,"Butter Chicken, Panner Tikka, Chicken Biryani, Chicken Lollipop, Chicken Tikka Masala, Dum Biryani, Tangdi Kabab"
Mr. Beans - Home Cafe,Koramangala 7Th Block,Koramangala 3Rd Block,"Cafe, Continental, Italian",1000.0,4.2,2717,True,True,Cafe,"Coffee, Pasta, Salads, Tiramisu, Pizza, Waffles, Pancakes"
Stoner,Old Airport Road,Indiranagar,"Ice Cream, Pizza, Beverages",550.0,4.4,2699,True,False,Dessert Parlor,"Tiramisu Ice Cream, Chocolate Overload, Paneer Tikka Pizza, Hot Chocolate, Chicken Chilli Pizza, Mango Tango, Chocolate Lava"
Empire Restaurant,Frazer Town,Rt Nagar,"North Indian, Mughlai, South Indian, Chinese",750.0,4.0,2692,True,False,Casual Dining,"Peri Peri Chicken, Chilli Chicken, Butter Chicken, Ghee Rice, Mutton Biryani, Corn Paratha, Chicken Curry"
Brahmin's Coffee Bar,Basavanagudi,Basavanagudi,South Indian,100.0,4.8,2679,False,False,Quick Bites,"Filter Coffee, Kesari Bath, Idli Vada, Upma, Badam Milk, Kharabath, Tea"
Stoner,Btm,Koramangala 5Th Block,"Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500.0,4.5,2668,True,False,"Dessert Parlor, Cafe","Burgers, Caramel Shake, Spinach Pizza, Ferrero Rocher Ice Cream, Butter Chicken, Chocolate Lava Cake, Bbq Burger"
Matteo Coffea,Brigade Road,Church Street,Cafe,600.0,4.4,2662,False,False,Cafe,"Coffee, Pasta, Donut, Salads, Tiramisu Cheesecake, Sandwiches, Burgers"
Chinita Real Mexican Food,Indiranagar,Indiranagar,Mexican,1200.0,4.4,2658,False,False,Casual Dining,"Nachos, Churros, Burrito Bowl, Tacos, Enchiladas, Quesedillas, Salads"
Onesta,Kammanahalli,Kammanahalli,"Pizza, Cafe, Italian",600.0,4.4,2640,True,True,"Casual Dining, Cafe","Chicken Tikka Pizza, Ricotta Ravioli, Paneer Tikka Pizza, Pasta, Pepperoni, Barbeque Chicken, Mocktails"
Bonsouth,Btm,Koramangala 5Th Block,"Chettinad, Andhra, Kerala",1300.0,4.2,2626,False,True,Casual Dining,"Coconut Payassam, Boneless Chicken, Seafood Soup, Fish, Filter Kaapi, Appam, Tender Coconut Payasam"
Onesta,Jayanagar,Banashankari,"Pizza, Cafe, Italian",600.0,4.6,2604,True,True,"Casual Dining, Cafe","Farmhouse Pizza, Chocolate Banana, Virgin Mojito, Pasta, Paneer Tikka, Lime Soda, Prawn Pizza"
The Reservoire,Koramangala 7Th Block,Koramangala 5Th Block,"Continental, North Indian, Chinese, American",1300.0,4.5,2601,False,True,"Bar, Casual Dining","Cocktails, Bruschettas, Peppy Paneer Pizza, Beer, Sea Food, Caramel Custard, Peri Peri Wings"
Crawl Street,Koramangala 7Th Block,Koramangala 5Th Block,"Continental, Finger Food, North Indian, Chinese",1200.0,4.2,2589,True,True,Bar,"Biryani, Cocktails, Pasta, Peri Peri Chicken, Paneer Tikka Masala, Mocktails, Pizza"
Mamagoto,Old Airport Road,Indiranagar,"Asian, Thai, Chinese, BBQ, Momos",1600.0,4.4,2580,True,True,Casual Dining,"Noodles, Chilli Chicken, Cocktails, Spicy Chicken Bangkok Bowl, Tempura Prawns, Pad Thai, Khao Suey"
Smoke House Deli,Residency Road,Lavelle Road,"European, Italian, Desserts, Salad, Juices, Steak",1600.0,4.6,2521,True,False,Casual Dining,"Cocktails, Burgers, Salads, Veg Burger, Peri Chicken, Pasta Alfredo, Hazelnut Mousse Flan"
Deja Vu Resto Bar,Koramangala 7Th Block,Bannerghatta Road,"North Indian, Italian",900.0,4.4,2511,True,True,Pub,"Gajar Ka Halwa, Custard, Hara Bhara Kebab, Brownie, Sev Puri, Pasta, Paan Ice Cream"
Shivaji Military Hotel,Jayanagar,Jayanagar,"South Indian, Biryani",450.0,0.0,2497,False,False,Casual Dining,"Mutton Biryani, Mutton Fry, Donne Biryani, Chicken Biryani, Chicken Fry, Mutton Chops, Dum Biryani"
Village - The Soul of India,Jayanagar,Jp Nagar,"Rajasthani, Gujarati, North Indian, South Indian",1000.0,0.0,2464,False,True,Casual Dining,"Chaat, Pav Bhaji, Pakoda, Phirni, Veg Buffet, Jalebi, Gulab Jamun"
Bundar,Koramangala 7Th Block,Koramangala 6Th Block,"Cafe, Burger, Fast Food, Desserts",700.0,4.1,2451,False,False,Cafe,"Burgers, Cheese Burger, Mojito, Peri Peri Fries, Apple Pie, Tea, Peri Peri Chicken Wings"
Chulha Chauki Da Dhaba,Jayanagar,Jp Nagar,North Indian,800.0,4.3,2447,True,False,Casual Dining,"Chilli Babycorn, Egg Chilli, Chicken Curry, Palak Paneer, Sweet Lassi, Chaach, Butter Chicken"
Barebones - The Balcony Bar,Indiranagar,Indiranagar,"Chinese, Continental, Finger Food, Italian",1500.0,4.2,2445,False,True,"Bar, Casual Dining","Chips, Lamb, Cocktails, Wedges, Roast Chicken, Pizza, Margarita"
Farzi Cafe,Residency Road,Lavelle Road,Modern Indian,1500.0,4.4,2435,False,False,"Casual Dining, Microbrewery","Appletini, Wheat Beer, Lamb Tacos, Cocktails, Martini, Stout, Sangria"
The Humming Tree,Old Airport Road,Indiranagar,"Fast Food, European",2000.0,4.0,2432,False,False,Lounge,"Sangria, Chicken Salad, Sandwiches, Cocktails, Pizza, Gnocchi, Chicken Satay"
Stories,Rajajinagar,Rajajinagar,"Continental, North Indian, Chinese",1100.0,4.6,2423,True,True,"Casual Dining, Bar","Butter Chicken, Mocktails, Pizza, Virgin Mojito, Nachos, Cocktails, Egg Chilli"
Veena Stores,Rajajinagar,Malleshwaram,South Indian,150.0,4.5,2416,True,False,Quick Bites,"Kesari Bath, Idli Vada, Sweet Pongal, Filter Coffee, Idli Chatni, Idli Chutney, Upma"
Nasi And Mee,Koramangala 7Th Block,Koramangala 4Th Block,"Malaysian, Thai, Singaporean, Asian, Chinese, Momos",1000.0,4.4,2403,True,True,Casual Dining,"Salads, Shitake Mushrooms, Noodles, Dumplings, Nasi Goreng, Crispy Corn, Vegetarian"
Empire Restaurant,Jp Nagar,Jp Nagar,"North Indian, Mughlai, South Indian, Chinese",750.0,4.1,2402,True,False,Casual Dining,"Sea Food, Chicken Dosa, Jeera Rice, Non Veg Thali, Chilli Chicken, Butter Chicken, Tandoori Chicken"
Bombay Adda,Koramangala 7Th Block,Koramangala 7Th Block,Modern Indian,1100.0,4.4,2400,False,True,"Casual Dining, Bar","Nachos, Cocktails, Nasi Goreng, Chicken Tikka, Pav Bhaji Fondue, Tiramisu, Samosa"
Brewklyn Microbrewery,Kammanahalli,Kalyan Nagar,"American, Continental, Pizza",2000.0,4.4,2392,True,True,"Microbrewery, Casual Dining","Pizza, Craft Beer, Apple Crumble, Pork Chilli, Mojito, Chips, Stuffed Chicken Breast"
Imperio Restaurant,Whitefield,Whitefield,"North Indian, Arabian, Mughlai, Biryani, Seafood, Beverages",700.0,4.4,2382,True,True,Casual Dining,"Chocolate Sizzler, Mutton Curry, Egg Masala, Shawarma, Barbeque Chicken, Mutton Biryani, Crab Toast"
Indigo XP,Koramangala 7Th Block,Koramangala 5Th Block,"Finger Food, Continental, Asian, North Indian",1400.0,4.2,2380,False,False,Pub,"Pasta, Biryani, Cocktails, Mocktails, Pizza, Nachos, Blueberry Cheesecake"
Yauatcha,Residency Road,Mg Road,"Chinese, Asian, Cantonese, Tea",2800.0,4.6,2372,False,True,Fine Dining,"Dumplings, Noodles, Cocktails, Mocktails, Mango Mascarpone Gateau, Macaroon, Chocolate Hazelnut Mousse"
Chutney Chang,Basavanagudi,Jayanagar,"North Indian, Chinese, BBQ",1500.0,4.1,2365,True,True,Casual Dining,"Veg Momos, Brownie Chocolate, Palak Chaat, Mutton Biryani, Fish, Sea Food, Rabri"
1947,Basavanagudi,Jayanagar,"North Indian, Chinese",950.0,4.1,2359,False,True,Casual Dining,"Pasta, Tomato Soup, Salad, Kulcha, Chaat, Kulfi, Panipuri"
Koshy's,Residency Road,St. Marks Road,"South Indian, North Indian, Chinese, Beverages",700.0,3.8,2332,False,False,Casual Dining,"Coffee, Kulfi, Beef Steak, Chocolate Shake, Sandwiches, Beer, Omelette"
District 6 Pub Brewery & Kitchen,Rajajinagar,Malleshwaram,"German, European, Pizza, American, North Indian, Chinese",1800.0,4.3,2324,False,False,Microbrewery,"Mushroom Tikka, Nachos, Wheat Beer, Dahi Kebab, Cocktails, Tiramisu, Chicken Tikka"
Easy Tiger,Brigade Road,Church Street,"Finger Food, Continental",1100.0,4.3,2319,False,False,"Bar, Casual Dining","Burgers, Cocktails, Peri Peri Chicken, Chicken Sandwich, Chilli Chicken, Draught Beer, Fries"
Nagarjuna,Koramangala 7Th Block,Koramangala 5Th Block,"Andhra, North Indian, Biryani",800.0,4.3,2308,False,False,Casual Dining,"Andhra Meal, Chicken Pepper Dry, Andhra Thali, Chicken Biryani, Murgh Ghee Roast, Ghee Rice, Hyderabadi Biryani"
Brik Oven,Residency Road,Church Street,"Cafe, Pizza, Beverages",1100.0,4.6,2295,False,False,Cafe,"Garlic Bread, Waffles, Brownie Shake, Cookie Monster Shake, Wood Fire Pizza, Big Bang Shake, Mushroom Pizza"
The Open Box,Residency Road,St. Marks Road,"European, North Indian, Mediterranean, Asian, Salad",1400.0,4.2,2292,True,True,"Casual Dining, Bar","Cocktails, Mocktails, Pizza, Butter Chicken Burger, Paan Ice Cream, Margarita, Sangria"
The Biere Club,Whitefield,Whitefield,"Continental, BBQ, Finger Food",1700.0,4.3,2283,False,True,"Pub, Microbrewery","Wheat Beer, Beef Burger, Pizza, Craft Beer, Pork Chops, Mezze Platter, Cocktails"
Chulha Chauki Da Dhaba,Whitefield,Brookefield,North Indian,800.0,4.2,2283,True,False,Casual Dining,"Lassi, Malai Kebab, Kadhai Mushroom, Lahori Chicken, Chicken Keema, Paneer Kofta, Panneer Butter Masala"
Millers 46,Lavelle Road,Vasanth Nagar,"American, Continental, Steak",1100.0,4.4,2275,False,True,Casual Dining,"Steak, Chicken Wings, Burgers, Bacon Burger, Cocktails, Lime Soda, Chicken Burger"
Asia Kitchen By Mainland China,Koramangala 7Th Block,Koramangala 5Th Block,"Asian, Chinese, Thai, Momos",1500.0,4.9,2256,True,True,"Casual Dining, Bar","Noodles, Chicken Dim Sum, Pad Thai Noodle, Jumbo Prawns, Cocktails, Prawn Sushi, Treasure Soup"
Hunan,Koramangala 7Th Block,Koramangala 5Th Block,"Chinese, Thai, Momos",1100.0,4.3,2254,False,True,Casual Dining,"Noodles, Chicken Momo, Momos, Lunch Buffet, Garlic Butter Noodle, Crab Soup, Jasmine Tea"
Shiro,Residency Road,Lavelle Road,"Japanese, Asian",3000.0,4.4,2247,True,True,"Fine Dining, Lounge","Sushi, Dumplings, Sea Food, Chocolate Volcano, Lamb, Sunday Brunch, Chicken Yakitori"
Bangalore Brew Works,Residency Road,Residency Road,"Continental, Italian",1700.0,4.3,2246,False,True,"Microbrewery, Lounge","Spaghetti, Pizza, Wheat Beer, Cocktails, Risotto, Nachos, Draught Beer"
Chavadi,Jp Nagar,Bannerghatta Road,"Continental, North Indian, Pizza, Italian",1200.0,4.4,2241,True,True,"Casual Dining, Bar","Pizza, Cocktails, Saffron Rice, Pie, Sulemani Chai, Prawn Crackers, Waffles"
Tipsy Bull - The Bar Exchange,Sarjapur Road,Bellandur,"North Indian, Chinese, Continental, Mexican",1400.0,4.4,2232,True,True,"Bar, Casual Dining","Falafel, Cocktails, Mocktails, Sea Food, Spring Roll, Mutton Pepper Fry, Pasta"
Stories,Jayanagar,Jp Nagar,"American, Chinese, Continental, North Indian",1200.0,4.3,2230,True,True,"Pub, Casual Dining","Cocktails, Pizza, Fries, Pasta, Chicken Sizzler, Long Island Iced Tea, Mojito"
Olive Bar And Kitchen,Residency Road,Richmond Road,"Mediterranean, European, Salad",1800.0,4.5,2219,False,True,Casual Dining,"Salads, Cocktails, Hazelnut Cake, Pepperoni Pizza, Mocktails, Calamari, Risotto"
Empire Restaurant,Sarjapur Road,Bellandur,"North Indian, Mughlai, South Indian, Chinese",750.0,3.7,2192,True,False,Casual Dining,"Chicken Masala, Shaadi Ki Biryani, Chicken Shawarama, Butter Naan, Chicken Grill, Chicken Satay, Mutton Curry"
Jalsa,Marathahalli,Marathahalli,"North Indian, Mughlai",1500.0,4.2,2189,True,True,Casual Dining,"Mutton Curry, Stuffed Mushroom, Laccha Paratha, Prawn, Multani Paneer Tikka, Butter Chicken, Murgh Patiala"
NoLimmits Lounge and Club,Residency Road,Brigade Road,"Chinese, Continental, North Indian",2000.0,4.1,2181,True,True,Club,"Salads, Chicken Bbq Wings, Sandwiches, Pasta, Biryani, Cocktails, Popcorn"
Meghana Foods,Brigade Road,Residency Road,"Biryani, Andhra, North Indian, Seafood",600.0,4.3,2177,True,False,Casual Dining,"Chicken Boneless Biryani, Mutton Biryani, Hyderabadi Biryani, Andhra Style Biryani, Vegetable Biryani, Fry Prawns, Paneer Biryani"
Corner House Ice Cream,Old Airport Road,Indiranagar,"Ice Cream, Desserts",400.0,4.7,2174,True,False,Dessert Parlor,"Hot Chocolate Fudge, Chocolate Mousse, Brownie Fudge Sundae, Almond Fudge, Banana Split, Ice Cream Sundae, Apple Pie"
Happy Brew,Koramangala 7Th Block,Koramangala 5Th Block,"Continental, American, Chinese, BBQ, Salad",1000.0,4.0,2164,False,True,Lounge,"Beer, Jalapeno Cheeseballs, Peri Peri Chicken Burger, Burgers, Nachos, Barbecue Chicken Wings, Cheesy Fries"
Empire Restaurant,Residency Road,Brigade Road,"North Indian, Mughlai, South Indian, Chinese",750.0,4.4,2162,True,False,Casual Dining,"Brain Fry, Butter Chicken, Chicken Manchurian, Mutton Biryani, Chicken Tikka Masala, Chilli Chicken, Shaadi Ki Biryani"
JW Kitchen - JW Marriott Bengaluru,Residency Road,Lavelle Road,"North Indian, Continental, Italian",2200.0,4.4,2143,False,True,Fine Dining,"Pasta, Breakfast Buffet, Lasagne, Salads, Chocolate Cake, Chicken Soup, Seafood Salad"
Barbeque Nation,Whitefield,Whitefield,"North Indian, European, Mediterranean, BBQ, Kebab",1600.0,4.4,2131,False,True,Casual Dining,"Paneer Tikka, Fish, Mutton Curry, Coffee, Paan Kulfi, Mango Ice Cream, Pasta"
Vinny's,Jayanagar,Banashankari,"Pizza, Italian, Continental, Desserts",800.0,4.2,2130,True,True,Casual Dining,"Pizza, Pasta, Garlic Bread, Nachos, Penne Alfredo, Mozzarella Sticks, Salad"
Sattvam,Malleshwaram,Sadashiv Nagar,"North Indian, South Indian",1200.0,4.4,2127,False,False,Casual Dining,"Gajar Ka Halwa, Jalebi Rabri, Aamras, Pongal, Salads, Lauki Ka Halwa, Pasta"
Onesta,Whitefield,Whitefield,"Pizza, Cafe, Italian",600.0,4.4,2110,True,True,"Casual Dining, Cafe","Margarita, Chicken Tikka, Chocolate Pizza, Prawn Ravioli, Mocktails, Potato Wedges, Tiramisu"
NH8,Old Airport Road,Indiranagar,Rajasthani,800.0,4.1,2100,True,True,Casual Dining,"Rajasthani Thali, Panneer Butter Masala, Shrikhand, Papdi Chaat, Rasgulla, Jal-jeera, Lunch Thali"
Milano Ice Cream,Indiranagar,Indiranagar,"Ice Cream, Desserts",400.0,4.9,2090,False,False,Dessert Parlor,"Pie, Vanilla Gelato, Mango Ice Cream, Tiramisu, Truffle, Gelato Ice Cream, Ice Cream Sandwiches"
Cafe Noir,Residency Road,Lavelle Road,"European, French, Salad",1500.0,4.2,2080,False,True,Casual Dining,"Coffee, Sandwiches, Mushroom Pasta, Mocktails, Creme Brulee, Burgers, Salads"
The Yellow Submarine,Jp Nagar,Bannerghatta Road,"Continental, North Indian, Chinese, Pizza, Thai",1200.0,4.4,2075,False,True,"Microbrewery, Casual Dining","Watermelon Feta Salad, Craft Beer, Mutton Biryani, Blueberry Cheesecake, Bbq Pizza, Cocktails, Shitake Mushrooms"
Once Upon A Flame,Koramangala 5Th Block,Hsr,"Steak, Continental, Burger, BBQ",1200.0,4.5,2073,True,False,Casual Dining,"Burgers, Pasta, Mocktails, Mashed Potato, Salads, Chicken Steak, Beef Steak"
Salt - Indian Restaurant - Bar & Grill,Whitefield,Whitefield,North Indian,1500.0,4.4,2073,False,True,Casual Dining,"Murgh Platter, Dessert Platter, Chicken Sizzler, Tiramisu, Lobster, Mocktails, Vegetable Biryani"
Fava,Residency Road,Lavelle Road,"Healthy Food, Mediterranean, Desserts, Italian, Pizza, Salad, Kebab",1200.0,4.4,2055,False,True,"Casual Dining, Bar","Gnocchi, Cocktails, Pizza, Salads, Creme Brulee, Sangria, Pasta"
Portland Steakhouse & Cafe,Residency Road,Mg Road,"Steak, Italian, Continental, American, Burger, BBQ, Salad",1500.0,4.3,2053,True,True,Casual Dining,"Spaghetti, Beef Steak, Bbq Chicken Pizza, Burgers, Apple Pie, Ice Tea, Salads"
Samarkand,Residency Road,Infantry Road,"North Indian, Mughlai",1600.0,4.1,2051,False,True,Casual Dining,"Hyderabadi Biryani, Firni, Kulfi, Lassi, Mutton Biryani, Gosht Dum Biryani, Raan"
Subz,Basavanagudi,Jayanagar,"North Indian, South Indian",1000.0,4.2,2049,True,True,Casual Dining,"Veg Buffet, Salad, Pasta, Chaat, Noodle, Paneer Tikka, Momos"
Paradise,Electronic City,Electronic City,"Biryani, North Indian, Kebab",800.0,4.0,2043,True,False,Casual Dining,"Mutton Biryani, Chicken Biryani, Mutton Seekh Kebab, Gajar Ka Halwa, Hyderabadi Biryani, Kebab Platter, Panneer Butter Masala"
Murphy's Brewhouse - The Paul Bangalore,Old Airport Road,Domlur,"Continental, North Indian, Finger Food",1700.0,4.3,2039,False,True,"Pub, Microbrewery","Chicken Bruschetta, Tandoori Chicken, Veggie Pizza, Barbeque Chicken Pizza, Nachos, Wheat Beer, Stout"
Zaitoon,Old Airport Road,Old Airport Road,"BBQ, Arabian, Chinese, North Indian, Desserts",1000.0,4.3,2037,True,True,Casual Dining,"Vegetable Biryani, Barbeque Chicken, Pepper Bbq Chicken, Shawarma, Paneer Tikka, Tomato Soup, Dragon Chicken"
Plan B,Residency Road,Shanti Nagar,"American, Finger Food, BBQ, Steak",1200.0,4.2,2034,False,False,"Casual Dining, Pub","Burgers, Beer, Cocktails, Mocktails, Nachos, Peri Peri Chicken Wings, Pasta"
Shanmukha,Jayanagar,Jayanagar,"Biryani, Andhra, North Indian, Chinese",800.0,4.3,2020,True,False,Casual Dining,"Egg Biryani, Egg Chilli, Mutton Biryani, Hyderabadi Biryani, Naan, Raita, Shanmukha Biryani"
Simon Says Brew Works,Koramangala 7Th Block,Koramangala 5Th Block,"Continental, American, Italian, Modern Indian, Pizza, Burger",1400.0,4.5,2014,False,True,"Microbrewery, Casual Dining","Beer, Onion Pakoda, Long Island Iced Tea, Peri Peri Chicken, Cocktails, Stout, Veg Platter"
BYLI - Bet You Love It!,Kammanahalli,Kalyan Nagar,"Continental, Italian, Mexican, Asian",800.0,4.2,2011,False,True,Casual Dining,"Pizza, Pasta, Sandwiches, Burgers, Nachos, Meatballs, Mocktails"
The Punjabi Rasoi,Indiranagar,Indiranagar,North Indian,800.0,4.1,2008,False,True,Casual Dining,"Lassi, Bhindi Masala, Chicken Butter Masala, Dal Makhani, Achari Paneer, Chicken Bharta, Malai Kofta"
Shanmukha,Marathahalli,Marathahalli,"Biryani, Andhra, North Indian, Chinese",800.0,3.9,1994,True,False,Casual Dining,"Hyderabadi Biryani, Chicken Kebab, Shanmukha Biryani, Butter Chicken, Gulab Jamun, Chicken Dum Biryani, Lassi"
Paradise,Jayanagar,Jp Nagar,"Biryani, North Indian, Kebab",800.0,4.0,1992,True,False,Casual Dining,"Kalmi Kabab, Hyderabadi Dum Biryani, Vegetable Biryani, Haleem, Paneer Tikka, Supreme Mutton Biryani, Hyderabadi Mutton Biryani"
Kritunga Restaurant,Marathahalli,Marathahalli,"Andhra, Biryani, North Indian, Chinese",650.0,3.8,1989,True,False,Casual Dining,"Mushroom Biryani, Bamboo Chicken, Pot Biryani, Chicken Biryani, Paneer Biryani, Mutton Biryani, Dum Biryani"
Punjab Grill,Rajajinagar,Malleshwaram,"North Indian, Mughlai",2000.0,4.9,1985,True,True,Casual Dining,"Chicken Malai Tikka, Jalebi Rabri, Lunch Buffet, Paneer Tikka, Kulfi, Jumbo Prawns, Murgh Malai"
Red Rhino,Whitefield,Whitefield,"Continental, Mediterranean, South Indian, North Indian, Asian",1700.0,4.4,1980,True,True,"Microbrewery, Pub","Beer, Margarita, Long Island Iced Tea, Cocktails, Pizza, Churros, Mocktails"
Fattoush,Jp Nagar,Bannerghatta Road,"Arabian, Biryani, Chinese, Middle Eastern, Fast Food, North Indian, Mughlai, Seafood",1000.0,4.2,1976,True,True,Casual Dining,"Mango Chiller, Fattoush, Prawn, Salads, Vegetable Biryani, Irani Chicken Tikka, Chilli Chicken"
Burger King,Whitefield,Whitefield,"Burger, Fast Food, Beverages",600.0,4.0,1972,True,False,Quick Bites,"Burgers, Tandoor Chicken Burger, Mutton Whopper, Mutton Burger, Cheesy Fries, Chicken Whopper, Chicken Crisp Burger"
Taco Bell,Koramangala 7Th Block,Koramangala 6Th Block,"Mexican, American, Fast Food",600.0,4.1,1964,True,False,Quick Bites,"Tacos, Nachos, Potato Pops, Potato Burrito, Fiery Potato, Rice Bowls, Taco Joint"
Bhojohori Manna,Koramangala 7Th Block,Koramangala 6Th Block,"Bengali, Mughlai",650.0,4.1,1962,True,False,Casual Dining,"Fish, Sea Food, Chingri Malai Curry, Mutton Kasha, Jumbo Ilish, Chingri Malaikari, Jumbo Prawns"
The Tao Terraces,Residency Road,Mg Road,"Thai, Japanese, Korean, Burmese, Chinese",2100.0,3.9,1943,True,True,Casual Dining,"Salads, Cocktails, Khao Suey, Laksa, Jumbo Prawns, Veg Sushi, Espresso Martini"
Nagarjuna,Indiranagar,Indiranagar,"Andhra, Biryani",850.0,4.2,1926,False,False,Casual Dining,"Mutton Biryani, Andhra Style Biryani, Andhra Meal, Chicken Biryani, Butter Naan, Dal Palak, Andhra Thali"
